Painting ID,Painting Name,short description,long description,
5," ""Mosaic from House of Faun"" Pompeii",I think the main subject is images of the natural world.,"Based on what I can see in the image, it appears to be a mosaic rather than a painting, meaning that it was on the wall of a building. I think it was trying to portray familiar images of everyday life. The image suggests that it was located in an area by the sea, so we see fish, seashells and seabirds displayed prominently. The cat, whether intended to be domestic or wild, shows the artist's commitment to 'realism': if these tasty morsels were lying around, surely a cat would come for them soon enough!",
5," ""Mosaic from House of Faun"" Pompeii","This image has a top half and lower half with the top half containing a cat like animal and a bird, and the bottom featuring many ducks and birds. ",This image does not make me happy. It's a little unsettling and disturbing. I think the creatures at the very bottom might be dead. I'm thinking it might represent the circle of life where the stronger animals survive by eating the ones below it. The colors are earthy and make me think of death. There's nothing joyuful about this image for me.,
5," ""Mosaic from House of Faun"" Pompeii",Cat and birds,Overall it feels kind of scary It appears there is a lot of death in this picture which brings me a sense of fear. The cat grabbing the bird makes me feel scared for the bird.,
5," ""Mosaic from House of Faun"" Pompeii",Animals and nature ,This picture is almost a still life. The animals are relating to each other in unnatural ways. The cat and the bird are getting along well which is unexpected. The birds in the bottom portion are ignoring the fish which are naturally a food source. The shells and plant life seem to be thrown in just to add some interest to the picture. This image makes me anxious because I can't interpret it.,
5," ""Mosaic from House of Faun"" Pompeii",Painting of Animals,The painting depicts survival of the fittest in the world of animals.,
5," ""Mosaic from House of Faun"" Pompeii",A cat attacks a bird.  Also birds on display.,"This painting is uninviting.  It feels like something that would hang in an old, formal home.  I don't understand the significance of the subjects.  This is an image I would likely forget quickly, as it doesn't induce an emotional response in me.",
5," ""Mosaic from House of Faun"" Pompeii",animals picture,this one makes me feel more whimsical again.  I think the artist is trying to show us a part of the food chain.,
5," ""Mosaic from House of Faun"" Pompeii",animals,"This image depicts both the complexity and savagery of nature. In the top panel, we see a cat attacking a bird, yet in the bottom panel we see birds in their turn attacking plants. There is both an awe in the diversity and multitude of animals here, as well as a fear in the dark laws of nature.",
5," ""Mosaic from House of Faun"" Pompeii",The circle of  animal life ,The artist is showing that all animals provide for each other,
5," ""Mosaic from House of Faun"" Pompeii","A cat, some birds, and some fish.","The image shows a cat hunting a bird and ducks eating some plants. I feel like maybe it's some kind of image about the food chain. That said, I don't know about the birds and fish at the bottom. The whole image is very busy and noisy. I'm not sure how much I like it.",
5," ""Mosaic from House of Faun"" Pompeii",Cat hunting,"It's a nature scene, and the prominence of the cat with his prey makes one think of the circle of life. Below the cat, are ducks and smaller birds, fish and clams, descending in order of height on the food chain. The mosaic style heightens the feeling of wildness and danger in what's represented, and makes it more visceral.",
5," ""Mosaic from House of Faun"" Pompeii",Animals,The hunt is about to begin.,
5," ""Mosaic from House of Faun"" Pompeii",The main subjects are the bird and the wild cat.,"This photo seems to me like it is representing the circle of life and the food chain. There is a wild cat up on top, pouncing on a bird. Below the cat are various birds, with a collection of fish that they have caught. I believe this is trying to show us that even though one group may be on top of the other group, its not necessarily all their own doing. Sometimes you're just born into your leadership position, so don't treat your friends or coworkers differently just because you are their superior.",
5," ""Mosaic from House of Faun"" Pompeii",Rustic,This image contains an interesting sense of hierarchy in that the domestic cat dominates the wild fowl whereas the wild fowl seem to exhibit dominance over the fish and seaside flora and fauna. It makes me feel as if is alluding to the dominance of the missing component -- man.,
5," ""Mosaic from House of Faun"" Pompeii",A mosaic of a cat and some waterfowl,"This image made me smile. It feels like a whole cycle going on her. The birds eat the fish and shellfish, the cat eats the birds. It's like the cycle of nature.",
5," ""Mosaic from House of Faun"" Pompeii",cat hungry,the cat is ready to eat and it dont care what it eats,
5," ""Mosaic from House of Faun"" Pompeii",cat watching ducks and fish,this picture makes me feel confused. I dont understand what the cat is doing.,
5," ""Mosaic from House of Faun"" Pompeii","This is a natural style picture with a spotted cat or wild cat with various colored ducks and piles of fish and shells, including scallops. This appears to be an illustration of the food chain of nature, with the cat clutching something he would eat and the ducks near some things they eat or encounter in their habitat. The bird the cat has appears to be a hawk so maybe it is also about the competition between species.",The cat looks very excited in contrast to the mood of the other animals.,
5," ""Mosaic from House of Faun"" Pompeii",animals,Two cats and two ducks in the picture showing how partnership is important and valued for animals.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",deer lying in the forest looking around,"They seem to silently communicate with one another, gauging a sentiment, almost as if it might be time to go, or one noticed something.  The image is relatively tranquil, and a peaceful scene.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",The main subject in this image appears to be a group of deer. ,"I find the mood to be relaxing and calm. In the picture, I see the variety of colors a representation of nature surrounding the deer, as they relax in their habitat.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deer.,This is a very fun image to study as the play of color and the structure allows you to see something different at each glance.  The animals depicted are interesting to see.  It's a fun scene.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",A family of deer at rest in the wild.,"It seems that the image depicts the cycle of nature. It presents a sense of calm because the deer are at rest. The colors yellow and blue evoke day/night feelings, while the orange and green suggest spring/fall.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",deer,"the image is very complex, and it's almost hard to tell what you're looking at at first.  I don't really like the picture.  The bold colors are nice but the image itself is just too confusing.  I don't know what the artist was trying to say.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deer,This somewhat abstract picture evokes a serene feeling of a deer family resting in the forest together. It is an intriguing image depicting a calm natural scene.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Abstract animals,"There are deer like animals in this photo but they are not conveyed in their normal/natural setting. For example, they are multicolored. ",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",The main subject of this abstract photo appears to be a deer like animal,The most is very colorful and makes me feel like going to the museum because the photo appears to be of abstract art.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deer in the forest,This looks to me to bee deer or some animal laying down together in the woods. All looking around calmly at each other and around with the colors blended throughout. ,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deer-like animals resting.,"The mood is calm, but still has a sense of alertness that makes me wonder if there is danger nearby. It makes me feel mostly worried that something is about to attack.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914","It is often hard to discern the artist's message concerning animals, but it ranges ... but are probably the most common reason for including animals in modern art. ... of people and animals enjoying the forest,",its amazing,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",deers,"calm, quiet, evening, peaceful",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deer,I think it painting represents a deer family in the woods. The blue one looks to be the protector of the other two. It makes me feel wonder because it makes me think about the lives of these deer and what they experience.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",The main object in this picture is the two deer sitting down.,"This image is so peaceful. To me, this image is trying to convey peace. The deer laying down and one looking over at the other alongside the colors of the piece, make me feel at peace. ",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deers,"It is an abstract image of deers sitting in a field. I feel very calm and peaceful looking at the picture. I think it's trying to convey just having a simple life and being in the moment, right where you are. The colors range from warm to cool, but they are not so intense, so even yellow doesn't seem jarring, it's all soothing.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914","This is a wall painting, Deer, camel kangaroo are in the painting",,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",I see three deer in the forest. Two babies and an adult.,"I feel like they just heard a noise, maybe scared. It makes me feel kind of sad, knowing that people hunt them.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deer in nature,"It is a relaxing image. The dear are sitting in the woods, no running and they don't look fearful. The shades are a mixture of warm and cool colors.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",spotted deer,"This is a beautiful and temperate spring morning. There is the sensation of clear sky with a bluebird and a light brown cat sharing the serene, fresh daytime air with the little deer.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",deer in a meadow,"bright and peaceful, calm. The deer look relaxed.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",A family of deer.,This one is hard for me. I'm not a big fan of abstract art. This painting to me is about form more than emotion. I can appreciate the method used. The colors and shapes and the way the picture is formed are all admirable. It just doesn't make me feel in any real way.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",,,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",The main subjects are deer in nature.,The mood is peaceful and safe. The deer are bedded down in a protected area of the forest. They are resting. The image shows us the beauty of the natural setting.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Deer.,This image shows a family of deer under the sun and the fact that it is so abstract it makes me feel comforted. Almost as if I am becoming one with the deer under the warm sun.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",A group of deer,"It is a family of deer spending time together. It is a very warm picture, in nature. The warm colors in the picture definitely give off a good vibe and give off a good feeling, and a warm feeling.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914","A ""modernish"" painting of at least three multi-colored dear, laying down, perhaps, in a multi-colored forest.","This makes me feel good, and calm, just as the deer seem to be. I like this *very* much.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",A abstract painting of deer.,Has a dark mood. Hard to say what the painter was trying to say with the painting since it's a abstract and each person views those differently. I see a deer in the painting and it makes me think it's about a baby deer that lost it's parents.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914","Animals, perhaps deer","The colors of this Cubist work are very earthy and certainly relate to the fact that there are animals, perhaps deer, reclining on the ground. I am reminded of the tranquility of nature. ",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",A deer family.,This picture to me shows the parents and a baby deer in their natural loving environment. It says that love and family come in all shapes and bestows the comfort of family and home.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Animals including deer and a dolphin,This image is contemplative. It makes you feel like the animals are considering one another and life. They stare in distant directions as though they are reflecting.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Animal,It brings a peaceful feeling to the mind. It shows a family of deers resting together in the forest,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Animals in the forest.,A mother deer is tending to her young fawns in the forest. She might be trying to keep them safe from harm (due to them being in a reddish tint and her being a bluish tint). I feel like it's a protective mother piece and it makes me feel safe and good.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",dear,3 dears are sitting,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Looks like deer,Serene and pretty.  Makes me feel at ease.  Looks like deer laying down for the night.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",two Deer,Two deer are lying in a field with fountains and the sun in the back ground.  they are happy to be free and in the open.,
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",Animals.,"The three deer are relaxed, and the overall mood seems peaceful. I feel calm and relaxed when I look at this image.",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914","Abstract nature

","This painting is an abstract depiction of a family of deer in nature. The painting evokes a sense of peace and harmony.

",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914",deer ,"Peaceful, the deer are laying own enjoying nature ",
6,"Batch 3 - Franz Marc, ""Rehe im Walde"" 1914","A a buck, doe and fawn, laying in the woods","the picture seems to show the family dynamic among the deer, with the parents surrounding the fawn and the father looking around for potential threats.",
7," Odilon Redon ""woman among the flowers""","woman looking at a flowered hat, looking melancholy","She has a bit of a sadness to her, as if the hat reminds her of a sad time in her life, or a person lost, perhaps her mother.  She makes me wonder why she's so sad, almost a vague empathy for her demeanor.",
7," Odilon Redon ""woman among the flowers""",A woman,"I get a feeling of nostalgia when I view this image. I believe I feel this way because I can relate to what I see in this image. The woman is surrounding by a bloom of color, and it looks as if she is looking out into the distance. It is as if she is looking back into her past, reflecting about her life and what could have been. ",
7," Odilon Redon ""woman among the flowers""",Woman.,"I find this image to be a bit annoying.  I don't really care for how the woman's face is painted and the brown toward the bottom right hand corner just looks like a big smudge.  I find the composition to be out of whack, and not pleasing to the eye.",
7," Odilon Redon ""woman among the flowers""",A woman amidst cut flowers.,"The image has a romantic feel. The image gives me a sense of calm. The elements are soft in shape, there are lots of subdued colors.",
7," Odilon Redon ""woman among the flowers""",a woman,"I like this picture.  The woman looks very classic, somewhat colorless, almost pencil-drawn.  Then the background is very busy and colorful around her.  It makes you focus on her but in a unique way.",
7," Odilon Redon ""woman among the flowers""",woman,"Interesting picture which pops with a floral eye-catching pattern with an image of a woman in the front done in brown tones. The image seems to depict a contradiction (bright colors in the picture but the woman is dull and mostly colorless) and although is very colorful, feels a little melancholy.",
7," Odilon Redon ""woman among the flowers""",Vague woman ,The photo has feminine colors and a woman in the photo but you can not identify the woman. I say vague because you could associate this woman with many different women. ,
7," Odilon Redon ""woman among the flowers""",The main subject is a woman holding flowers. ,This picture makes me happy and as if I should go buy my wife flowers. It is very colorful and makes me happy ,
7," Odilon Redon ""woman among the flowers""",Woman with Flowers,This seems to be a woman starting intently at the bushel of flowers with a firm face. very colorful and full of emotion.,
7," Odilon Redon ""woman among the flowers""",woman looking at flower bouquet ,"For as clearly portrayed the flowers and woman are, the meaning of the picture is very abstract. Is the bouquet actually a hat? If so, what happened to the woman who was wearing it? Is that blood around her face? I feel this is potentially a violent picture.",
7," Odilon Redon ""woman among the flowers""","After women, flowers are the most lovely thing God has given the world,"" ... ""Real floral art is a serious endeavour, not merely 'puff and fluff'"" ?��� Olivier Dupon ... finds in the world of contemporary floristry",its really good,
7," Odilon Redon ""woman among the flowers""",woman,"femininity, classy, Renascence, melancholy ",
7," Odilon Redon ""woman among the flowers""",Woman and flowers,I think it's trying to convey happy feelings because of the bright colors. It looks very festive. It makes feel lively because of the use of the colors and the implied movement in the brush strokes.,
7," Odilon Redon ""woman among the flowers""",The main subject is the woman in this picture.,My mood when viewing this piece is happy. I think it is trying to convey happiness. All the bright colors and the woman just make me feel happy. Love the flowers!,
7," Odilon Redon ""woman among the flowers""",Flowers and a woman,"A woman in profile is standing facing toward some flowers. The flowers feel chaotic to me, with lots of colors and random motions, but the woman is serene. She is muted brown tones and is not letting the chaos around her ruin her mood. It feels like a moment of mindfulness to me.",
7," Odilon Redon ""woman among the flowers""",this is also a wall painting in which a lady is stand with side face and many flowers are there,,
7," Odilon Redon ""woman among the flowers""",I see flowers.,Calm and serene.  It makes me feel peaceful by the way it's drawn.,
7," Odilon Redon ""woman among the flowers""",Women holding a bouquet of flowers.,"I think it symbolizes status or money. Her face is blank and muted, making her more of the background of the image. The colors are vibrant and pop. I don't understand the patch of black coming down the left from the flowers, it almost looks like hair. Her clothes are of fine quality as is the bouquet. An individual without money would not have access to those niceties. ",
7," Odilon Redon ""woman among the flowers""",brown-haired woman,"This is a wistful scene of a young woman looking into her boudoir mirror and imaging the glamorous scene of a fancy dress party she will be attending. She is imagining how pretty she will look in her red, blue, and gold attire. She is happy and hopeful.",
7," Odilon Redon ""woman among the flowers""",woman with a large bouquet of flowers,"the woman looks beautiful and stoic, the flowers bright colors contrast with her, looking lively",
7," Odilon Redon ""woman among the flowers""",A woman sitting in profile.,I can't tell if this painting is unfinished or meant to be this way. I like to style and colors used but the pencil marks stick out to me. As it is I will assume it wasn't finished. The style is really catching. The pencil marking left make me wonder what could have been if it was completed.,
7," Odilon Redon ""woman among the flowers""","The painting?�?s buyer is unknown, but the auction opened with seven bidders before settling into a prolonged two-way battle, with the winning bid made on the phone through Lisa Dennison, a Sotheby?�?s chair.",its really good,
7," Odilon Redon ""woman among the flowers""",The image is of a woman with a large bouquet of flowers.,The mood is one of happiness. The flowers depict some kind of a celebration with their vivid colors. The woman is surrounded by beauty. The image is conveying the beauty of women. It makes me feel good to be a woman myself.,
7," Odilon Redon ""woman among the flowers""",A woman.,This image leaves me feeling confused because there is a lot going on in the image and hard to define one focus.,
7," Odilon Redon ""woman among the flowers""",Flowers,"It looks like a bouquet of flowers, and perhaps a peacock or some kind of bird in the back right of the painting. There are a variety of colors in the painting. This painting looks like it can match with a wide variety of decor.",
7," Odilon Redon ""woman among the flowers""","This is a abstract painting of several red, yellow, blue, and perhaps brown flowers and leaves. It looks similar to much classic Russian art I've seen.","This is pretty, but despite the depiction of flowers, the picture conveys discord with a bit of anarchy tossed in.",
7," Odilon Redon ""woman among the flowers""",Painting of flowers and a woman.,I feel this painting is of a woman at a funeral. She looks sad and the flowers could be something she brought for the family or someone brought for her.,
7," Odilon Redon ""woman among the flowers""",Woman with flowers ,The mood is difficult to describe but this seems to depict a woman dressed elegantly with a number of different colorful flowers around her. I am left wondering where the woman is at and trying to imagine her emotions based upon her monochromatic face.,
7," Odilon Redon ""woman among the flowers""",A woman.,This photo to me represents how a woman see's herself. It shows that beauty is in the eye of the beholder. It looks like she is gazing into a mirror and see's her vibrant colorful reflection.,
7," Odilon Redon ""woman among the flowers""",A Woman,This appears to be a woman contemplating beauty. She stares into flowers and plumes that are colorful and vibrant.,
7," Odilon Redon ""woman among the flowers""",Human figure,It shows a female all dressed up and waiting for someone. It makes us wonder what is going on in that lady's mind.,
7," Odilon Redon ""woman among the flowers""",Woman,"A woman is carrying a large bouquet of flowers. She might be walking past some flowers, but due to how they gather at the bottom I am going to say she's holding them. This reminds me of a wedding. It seems like she is done up and looks elegant, which is what reminds me of a wedding. ",
7," Odilon Redon ""woman among the flowers""",lady,a lady and flower is depicted in the picture,
7," Odilon Redon ""woman among the flowers""","brightly colored flowers, abstract, using chalk or acrylic paints as a medium.",This piece of art is beautiful.  It conveys the image of finding beautiful in all things whether conventional or not.  It makes me feel happy! I love flowers.,
7," Odilon Redon ""woman among the flowers""",A Lady,"This lady is admiring the freshly cut flowers that have been delivered to her, as she puts them in a vase of water.",
7," Odilon Redon ""woman among the flowers""",Person.,"Initially I saw flowers, but there is a woman in the image. The woman seems sad, but the color of the flowers provide a happier tone to the image. The image seems to convey that even when life seems bleak, there is still beauty around us. The image makes me feel grateful. ",
7," Odilon Redon ""woman among the flowers""","Female with flowers

","The painting contains a woman with blurry, fuzzy, almost abstract flowers. It evokes a sense of contemplation and hope.

",
7," Odilon Redon ""woman among the flowers""",Flowers ,"Beauty, it is a reflection on the beauty of the everyday ",
7," Odilon Redon ""woman among the flowers""","A woman sitting, with a large bouquet of flowers","it is a calming picture with deep reds and blues, it has a relaxing feel to it",
8," Jean de la Huerta ""Mourner"" late 15th c. ","3 monks, apparently in deep contemplation, prayer, or meditation.","It puts me deep in thought.  What're they praying about?  Is this their normal day?  How pious are they?  Could I live like that, an ascetic, shunning the technology and convenience of life?  It makes me ponder their existence.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",Three wise men,"In this image I see the Three Wise Men. They are gathered after they have met Jesus, weeping tears of joy and praying for the continued health of our Savior. It makes me feel at peace, calm and close with our higher power. ",
8," Jean de la Huerta ""Mourner"" late 15th c. ",Men at funeral.,"These trio of statues seem to be depicting a funeral.  It evokes feeling of sadness, as the figures on either side of the priest seem to be mourning.  It is powerful and serious.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",There are three male religious figure carvings/sculptures.,"This image feels somber/sad to me. There is a lack of joy in the expression, and the first figure may be wiping away a tear or hiding his face.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",monks,There are three monks.  One is pulling his robe up to his face.  Another is holding a book.  One of them has cloth over his face.  This is very unique and interesting.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",bishop figurines,These highly detailed ceramic figurines appear to be men of clergy (bishops?) who are perhaps at a funeral or similar service. They appear to be heavy hearted and grieving.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Three priest ,There are three subjects and they seem to be doing rituals. This photo makes me curious to what they are practicing.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",The subjects are three munks or friars,The mood is religious and it makes me feel like I should go to church. i believe that it is trying to convey that religion is important. ,
8," Jean de la Huerta ""Mourner"" late 15th c. ",three men,Three men in prayer or need. They seem to all be in trouble and pain. Hurt on their faces,
8," Jean de la Huerta ""Mourner"" late 15th c. ",marble-like figures of monks,"I think the figures are portraying contrition in different forms.  The first seems to be weeping, the second meditating and the third covering his head in shame.  This makes my heart heavy as I think of the weight of how sinful men are in the light of a perfectly holy God.",
8," Jean de la Huerta ""Mourner"" late 15th c. ","It furnished him with an ideal which the artist seeks to recover. ... or ""hat a terrible thing to do to that poor woman ?��� Grandmother never looked like that.","its really impact to heart

",
8," Jean de la Huerta ""Mourner"" late 15th c. ",statues,"church, religion, monks, Papa, Vatican, humility, obedience",
8," Jean de la Huerta ""Mourner"" late 15th c. ",Priest,"It reminds me of the See No Evil, Speak No Evil and Hear No Evil statue. I think they are trying to convey that the priest should use his religion for good and not close himself off or shut out things. I'm not sure. It makes me feel curious because I would like to know the artist's meaning behind them.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",The main subject would be the man holding the book. ,"This picture makes me feel upset. Not sure why or what they are trying to convey. Maybe its their religion. I am a Christian and since I don't think they are portraying anything bible, I think that is the reason it makes me feel upset. ",
8," Jean de la Huerta ""Mourner"" late 15th c. ",Three priests,"These statues of three priests bring up a lot of sad emotion. The first one is crying, the second one seems in agony about something he is reading, and the third one feels so ashamed he cannot even show his face. It makes me feel anxious and nervous because I wonder what is causing these emotions.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",three statue ,,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Maybe the three wise men?,"I feel like the mood is sad, and it makes me sad to see them cry.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",It is three men statues and the center is reading.,"To me it looks like a religious hear no evil,see no evil, speak no evil. They are look to b men of the cloth and one is holding a book I presume is a bible. The one to the left is covering his mouth, the one in the center looks like he has a headband covering his ears and the one to the right is covering his face/eyes. The figures are simple and unadorned except the center figure with his brooch and bible. I think it is trying to convey that these are things you need to do to be religious. Makes me wonder why his brooch is adorned with a jewel that big. Maybe there is corruption in religion?",
8," Jean de la Huerta ""Mourner"" late 15th c. ",Three statues of serious-minded men,"The mood is pensive and very sad. The men are contemplating the fate of themselves, each other, and humanity. They see nothing to be happy or hopeful about, and are praying for salvation and the comforting presence of the Lord.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",monks/priests,"the monks represent the phrase: ""speak no evil, say no evil, see no evil"". ",
8," Jean de la Huerta ""Mourner"" late 15th c. ",Three monk figures.,"I feel like I don't have enough religious knowledge for this one. I can tell the various states of the monks are supposed to mean something but to me it doesn't. I just see a person singing a hymn, crying, and shamefully crying.",
8," Jean de la Huerta ""Mourner"" late 15th c. ","Over the years, I have worked in several mediums ?��� most notably oils, acrylic, pastel and other drawing mediums ?��� and have concentrated on two-dimensional works. I have been motivated from the beginning by the idea that representation of the human form is central to the production of strong and meaningful images and this commitment informs all my work, in all series and at all stages. ",poverty is very uncountable ,
8," Jean de la Huerta ""Mourner"" late 15th c. ",The main subject of the image is three monks.,The mood is very sad. One of the monks seems to be wiping away tears as he listens to the words of the middle monk. The monk on the right is hiding his face from view. Maybe he is feeling that showing emotion is wrong. The image is portraying the hard life of monks. It makes me feel kind of empty because the colors are dark and slightly foreboding. Maybe someone has died.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Monk statues.,This image makes me feel cold and sad. The monks have sad facial expressions and all seem displeased therefore making me feel the same.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Monks,The statues of the monks definitely give off a feeling of spirituality and deep thought and/or meditation. The monks appear to be reading a bible or perhaps praying. ,
8," Jean de la Huerta ""Mourner"" late 15th c. ","Three statuettes of monks -- each statuette has a nice patina -- one monk wiping a tear, one with head down and covered, and one reading what I presume to be the Bible. ","The three monks convey a sense of solidity; two of them -- one on each end of the three -- convey a sense of shame, sadness, o lack of rectitude.",
8," Jean de la Huerta ""Mourner"" late 15th c. ","Three people, one has a book.",Looks like the middle man is reading from the book and the other two are weeping from the words. I think it's of a man reading the Bible and the other two hearing it for the first time or they are just moved from that passage. They could be monks of some kind as well.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Three men ,This depiction of three statuettes of three men seem to elicit numinous reverence. The central figure holds what is likely a Bible. The left figure seems to be wiping a tear with his robes. The right figure has his head completely covered with the robe. The mood seems to be somber and processional and I am left wondering why the figures all seem to be in an emotional state.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",the 3 wise man.,This looks like the men giving gifts to baby jesus in a nativity set.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Monks,Stages of emotion. The first monk appears saddened. The second monk appears exhausted. The third monk is ashamed.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Statues,It shows statues in various states of prayer. It makes us also get in that mood and think of prayer or God.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Monks,"I think the image is three monks doing what they were called to do. One is singing/preaching, and the others seem to be shamed by him or his words. Maybe they are hiding their faces due to guilt. I am not sure. I feel peace with this art piece. It gives me a somber calming feeling.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",men,3 men's looks like scholars are shown in the picture,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Three religious figurines.,Cool but a little creepy.  Very religious.,
8," Jean de la Huerta ""Mourner"" late 15th c. ",Alter boys,"This image appears to me to be like the 3 monkeys...hear no, see no, speak no evil.",
8," Jean de la Huerta ""Mourner"" late 15th c. ",People.,The image looks to be three religious figures mourning over something. I believe these three figures must represent the despair felt at the loss of something, perhaps conducting a funeral for a friend or well-known figure. The image makes me feel sad.
8," Jean de la Huerta ""Mourner"" late 15th c. ","Monk statues

","These statues depict 3 monks/religious figures in what appears to be the ""speak no evil, hear no evil, see no evil"" theme. They are serious yet humorous at the same time.

",
8," Jean de la Huerta ""Mourner"" late 15th c. ",Monks ,"Confusion, it shows the different emotions a monk can feel, sadness, praise, and shame ",
8," Jean de la Huerta ""Mourner"" late 15th c. ",three human statues that look to be monks,the figures are reminiscent of early church figures and their moods are difficult to interpret ,
9,"Batch 4 - Edouard Manet ""Spring""",A woman with an umbrella.,"It shows a woman in old style  formal garb standing in a park holding an umbrella. I think it's supposed to suggest isolation from others, she's in a beautiful setting but she has an unhappy look on her face, and she's alone. It makes me feel curious as to why this person is prevented from making contact with others.",
9,"Batch 4 - Edouard Manet ""Spring""",A Beautiful Girl in Queens Dress . ,A Beautiful Girl Walking aside the Garden with the Decorated Hat and Colorful Umbrella. Her Beauty dominate the beauty of nature and flowers. ,
9,"Batch 4 - Edouard Manet ""Spring""",A lady with an umbrella.,The lady seems to be pensive but as yet in the mood to be portrayed?,
9,"Batch 4 - Edouard Manet ""Spring""",Lady with parasol.,This image has a peaceful feeling.  The woman has a tranquil feel about her.  All of the flowers that are seen create a beautiful moment.,
9,"Batch 4 - Edouard Manet ""Spring""",A woman with a hat and umbrella. ,The woman does not look happy. this makes me wonder why she is not happy. It looks like a beautiful day outside and she is not stuck inside. That would make me happy. I then realize that the type of clothing she wears is quite uncomfortable which may account for her look. My emotions go from confused to curious to happy to content,
9,"Batch 4 - Edouard Manet ""Spring""",Woman with an umbrella,The overall mood is complacent. The woman is contemplating something.,
9,"Batch 4 - Edouard Manet ""Spring""",Woman with umbrella,"This image reminds me of springtime.  Walks in the park, happiness and contentment. ",
9,"Batch 4 - Edouard Manet ""Spring""",Lady with Parasol,A beautiful painting depicting a lady who appears to come from substantial means and cares deeply about proper etiquette. She carries her parasol in a relaxed manner but her face appears somewhat strained and serious. I can imagine her watching a croquet match but not being able to enjoy it due to the troubles on her mind. It is a lovely picture but it evokes a melancholy feeling for me because of her expression.,
9,"Batch 4 - Edouard Manet ""Spring""",Print Art Ink Drawing City Street Art Painting Illustration Gift Girl with Umbrella ..... ornate than the traditional Japanese umbrella and may be Chinese in origin.,its good,
9,"Batch 4 - Edouard Manet ""Spring""",This is image is of a woman holding a parasol.,The woman looks like she is walking along a garden and thinking about something. She seems content.,
9,"Batch 4 - Edouard Manet ""Spring""",a lady with a beautiful dress on holding a umbrella.this picture has alot of pretty clors in it.,,
